name,rating,reviews,category,hq,no_of_branches,salary,no_of_interviews,jobs
Web Synergies,3.1,110,IT Services & Consulting ,Hyderabad / Secunderabad,9,687,4,26
TAM Media Research,3.9,110,Analytics & KPO ,Vadodara,12,374,4,2
Swarovski India,3.8,110,Jewellery ,Pune,18,420,6,17
Shiksha Financial Services India,3.7,110,NBFC ,Chennai,22,501,6,8
Vi-son Industries,3.4,110,Industrial Machinery ,Pune,14,461,3,4
Classic Stripes,3.7,110,Auto Components ,Mumbai,10,557,5,2
Radiant Polymers,4.1,110,Auto Components ,Ahmedabad,13,558,7,2
Grupo Bimbo,3.4,110,,New Delhi,21,675,3,--
B.L. Harbert International,3.3,110,Engineering & Construction ,New Delhi,13,232,5,--
Gesco Healthcare,2.7,110,Medical Equipment ,Chennai,11,575,8,3
Biyani Technologies,4.4,110,Software Product ,Kolhapur,4,226,30,2
C H Robinson Worldwide Freight,3.5,110,,Mumbai,21,631,8,--
RD Public School,4.3,110,Education & Training ,Betul,15,483,5,--
City Corporation Ltd (Amanora),3.9,110,Real Estate ,Pune,10,529,7,3
Smile Electronics,3.4,110,Electronics Manufacturing ,Bangalore / Bengaluru,3,544,3,--
Akasa Air,3.2,110,,Mumbai,14,768,12,14
Lupin Diagnostics,4.1,110,,Mumbai,27,376,10,4
Helm360,3.3,110,IT Services & Consulting ,Noida,2,565,12,1
Xoxoday,3.6,110,Software Product ,Bangalore / Bengaluru,7,709,7,20
Indian Potash,3.6,110,Agro Chemicals ,Muzaffarnagar,30,413,6,--
Apeejay Surrendra Group,3.5,110,FMCG ,Kolkata,20,534,1,9
Mahindra Aerospace,3.9,111,Defence & Aerospace ,Bangalore / Bengaluru,7,605,4,--
Nelson Global Products,3.5,110,Industrial Machinery ,Pune,11,550,11,--
HireRight,4.0,110,Analytics & KPO ,Bangalore / Bengaluru,8,597,3,22
MRI Software,3.5,110,Software Product ,Bangalore / Bengaluru,5,712,20,7
Jio Payments Bank,4.0,110,FinTech ,Mumbai,26,662,12,--
Tumbledry Solutions,4.0,110,Other ,Noida,21,294,6,9
Esme Consumer,4.1,110,Beauty & Personal Care ,Gurgaon / Gurugram,28,337,10,10
Manali Petrochemicals,3.5,110,Chemicals ,Chennai,4,823,12,1
Basavatarakam Indo American Cancer Hospital Research Institute,4.2,110,Healthcare ,Hyderabad / Secunderabad,6,314,2,1
Linamar,3.8,110,,Pune,3,618,7,--
La opala rg,3.7,110,Retail ,Sitarganj,17,424,5,--
Supriya Lifescience,3.9,110,Pharma ,Chiplun,9,598,9,16
Multi Organics,3.0,110,Chemicals ,Chandrapur,4,560,10,10
Enerrgia Skyi Developers,4.4,110,Real Estate ,Pune,,363,17,--
The George Telegraph Training Institute,3.2,110,Education & Training ,Kolkata,14,353,7,--
Jsw Infrastructure,4.2,110,Engineering & Construction ,Mumbai,17,538,6,--
MoreTasks,3.9,110,IT Services & Consulting ,Gurgaon / Gurugram,2,235,20,--
Ice Mortgage Technology,3.7,110,Software Product ,Pune,1,914,14,--
Chalo,3.7,110,Internet ,Mumbai,23,492,19,13
Shiksha Financial Services India,3.7,110,NBFC ,Chennai,22,501,6,8
Swarovski India,3.8,110,Jewellery ,Pune,18,420,6,17
Tumbledry Solutions,4.0,110,Other ,Noida,21,294,6,9
Crane Consulting and Outsourcing,4.1,110,,Bangalore / Bengaluru,5,795,13,--
Max Data Entry Services,4.1,110,BPO ,Kolkata,12,15,10,--
Indian Potash,3.6,110,Agro Chemicals ,Muzaffarnagar,30,413,6,--
Nelson Global Products,3.5,110,Industrial Machinery ,Pune,11,550,11,--
Consolidated Analytics,4.0,110,Software Product ,Chennai,1,376,19,--
Rivulis Irrigation,4.2,110,Agriculture ,Vadodara,28,513,2,--
Kewaunee Labway,4.2,110,Furniture & Furnishing ,Bangalore / Bengaluru,9,618,3,--
Nesto Hypermarket,3.7,110,,Kozhikode,19,320,8,--
ARTEMIS HEALTH CARE,4.2,110,,Gurgaon / Gurugram,4,336,1,--
Namra Finance,4.0,110,Financial Services ,Ahmedabad,54,382,9,--
Platinum One,3.6,110,,Mumbai,8,458,8,--
Ptc Industries,3.7,110,Iron & Steel ,Lucknow,4,507,14,3
Wings Pharmaceuticals,3.5,110,Pharma ,New Delhi,23,379,13,7
Digitas,3.5,110,Marketing & Advertising ,Mumbai,10,861,5,--
Nestor Pharmaceuticals,3.1,110,Pharma ,Faridabad,12,401,7,--
MCaffeine,3.3,110,Beauty & Personal Care ,Mumbai,17,418,10,12
Rolex Rings,3.7,110,Industrial Machinery ,Rajkot,4,523,4,13
Mtandt,3.7,110,Industrial Machinery ,Chennai,12,584,6,32
Maiva Pharma,3.8,110,,Hosur,3,626,8,--
College Of Education,4.5,110,Education & Training ,Hyderabad / Secunderabad,43,1.3k,6,--
Dr. Rela Institute & Medical Centre,4.2,110,Healthcare ,Chennai,3,593,7,6
Learnbay,3.9,110,,Bangalore / Bengaluru,3,404,5,--
Prabha Automotive Engineers,3.7,110,,Hosur,11,573,5,--
Amrapali Group,3.2,109,Real Estate ,Noida,14,285,1,--
Microscan Infocommtech,4.0,109,,Mumbai,5,408,8,1
Veena world,3.9,109,Travel & Tourism ,Mumbai,10,484,1,32
Mawana Sugars,3.6,109,Food Processing ,Meerut,7,445,9,--
Sembcorp Marine,4.2,109,Industrial Machinery ,Singapore,8,257,1,--
Saudi Arabian Airlines,4.1,109,Aviation ,Mumbai,17,282,3,--
MAMTA Health Institute for Mother and child,4.2,109,Healthcare ,New Delhi,40,264,2,--
OCS Services,4.4,109,Oil & Gas ,Mumbai,23,536,6,3
Star Agriwarehousing and Collateral Management,3.6,109,Agriculture ,Mumbai,34,385,2,--
Umano Healthcare,4.5,109,Healthcare ,Faridabad,16,106,2,2
IDA Automation,3.6,109,,Bangalore / Bengaluru,4,463,8,--
Marquistech,3.7,109,,Noida,11,674,6,--
Mac Chem Products,3.0,109,Pharma ,Mumbai,5,542,7,1
Furnace Fabrica India,3.3,109,Engineering & Construction ,Mumbai,10,619,5,--
TTK Services,3.5,109,Internet ,Bangalore / Bengaluru,12,601,4,15
Josh Software,2.9,109,IT Services & Consulting ,Pune,2,919,19,6
Locobuzz,3.2,109,Software Product ,Mumbai,6,459,7,12
Aashman Foundation,3.7,109,,New Delhi,16,157,30,--
Bilt,4.4,109,Pulp & Paper ,Yamunanagar,19,477,8,--
Vivekananda Hospital,3.9,109,Healthcare ,Durgapur,19,439,5,--
Foodlink F&B Holdings,4.1,109,Hospitality ,Mumbai,12,516,5,3
Dairy Classic Ice Creams,4.4,109,Food Processing ,Bangalore / Bengaluru,27,449,11,3
Ufi Filters,4.0,109,Auto Components ,Bawal,10,612,10,--
Comed Chemicals,3.5,110,Pharma ,Vadodara,22,440,11,--
DEC Property Management,4.3,109,Facility Management Services ,New Delhi,13,437,8,--
Bilt,4.4,109,Pulp & Paper ,Yamunanagar,19,477,8,--
Aashman Foundation,3.7,109,,New Delhi,16,157,30,--
TTK Services,3.5,109,Internet ,Bangalore / Bengaluru,12,601,4,15
Furnace Fabrica India,3.3,109,Engineering & Construction ,Mumbai,10,619,5,--
Josh Software,2.9,109,IT Services & Consulting ,Pune,2,919,19,6
Contus,4.1,109,IT Services & Consulting ,Chennai,3,859,25,104
Vivekananda Hospital,3.9,109,Healthcare ,Durgapur,19,439,5,--
Adnet Global,3.0,109,Animation & VFX ,Mumbai,4,505,4,3
Jupiter Wagons,3.7,109,Railways ,Kolkata,12,567,4,2
Hatch Associates India,4.0,109,Electronics Manufacturing ,Gurgaon / Gurugram,3,551,12,3
Tex Corp.,3.7,109,Fashion & Textile ,Gurgaon / Gurugram,6,524,7,3
Press Fit Pipe And Profile,3.9,109,Building Material ,Mumbai,16,361,4,6
The Digital Group Infotech,3.5,109,IT Services & Consulting ,Pune,2,775,7,36
GadgEon,4.1,109,IT Services & Consulting ,Kochi,14,1.1k,11,11
Peoplelink Unified Communications,3.7,109,Consumer Electronics & Appliances ,Hyderabad / Secunderabad,17,613,13,6
Palo Alto Networks,3.9,109,IT Services & Consulting ,Bangalore / Bengaluru,9,1.3k,23,--
Keya Foods International Private Limited,4.1,109,FMCG ,Mumbai,22,364,3,1
Starion India,3.7,109,Electronics Manufacturing ,Pune,9,494,6,--
Sicagen,4.0,109,Industrial Automation ,Chennai,27,416,5,4
Polmon Instruments,3.8,109,Industrial Automation ,Hyderabad / Secunderabad,4,438,5,6
Coupa Software Inc,3.5,109,IT Services & Consulting ,Pune,3,918,28,22
Repos Energy,3.3,109,Internet ,Pune,11,523,11,2
Chetak Logistics,3.5,109,Logistics ,New Delhi,17,421,5,1
Artson Engineering,4.2,109,Engineering & Construction ,Hyderabad / Secunderabad,18,522,11,2
Claas,4.1,109,Industrial Machinery ,Chandigarh,8,538,4,--
REVA University,4.0,109,Education & Training ,Bangalore / Bengaluru,2,571,10,50
Msi Services,3.2,109,IT Services & Consulting ,Bangalore / Bengaluru,6,848,8,48
Enviro Infra Engineers,3.8,109,Waste Management ,New Delhi,25,417,8,8
Beroe Inc,4.2,109,Management Consulting ,Chennai,6,587,11,11
Amol Pharmaceuticals,3.7,110,Pharma ,Jaipur,4,433,3,--
The House of Abhinandan Lodha,2.7,109,Real Estate ,Mumbai,5,446,12,7
cloudEQ,3.1,109,,Chandigarh,6,398,17,7
Locobuzz,3.2,109,Software Product ,Mumbai,6,459,7,12
Sonepar,4.0,109,Other ,Gurgaon / Gurugram,16,567,3,13
Srinivasa Farms,3.7,109,Food Processing ,Hyderabad / Secunderabad,14,536,7,1
Model Infra Corporation,3.2,109,Engineering & Construction ,Pune,7,684,1,--
Saasguru,2.2,109,,Pune,3,46,2,21
Menzies Aviation Bobba,3.9,109,Aviation ,Bangalore / Bengaluru,6,296,4,--
Luker Electric Technologies,3.8,110,Financial Services ,Coimbatore,26,534,8,--
Ganga Medical Centre & Hospitals,4.1,109,Healthcare ,Coimbatore,18,427,9,1
Allzone Management Solutions,4.1,109,Analytics & KPO ,Chennai,4,367,4,2
SVP Hospital,4.0,109,Government ,Ahmedabad,11,406,6,--
Amrita Vidyalayam,3.6,109,Education & Training ,Chennai,31,386,7,--
Saurashtra Chemicals,4.0,109,Chemicals ,Porbandar,6,436,11,--
Press Fit Pipe And Profile,3.9,109,Building Material ,Mumbai,16,361,4,6
Jupiter Wagons,3.7,109,Railways ,Kolkata,12,567,4,2
A.P.Securitas,4.2,109,Law Enforcement & Security ,New Delhi,26,390,5,--
Chumbak Design,3.4,109,Retail ,Bangalore / Bengaluru,21,456,6,--
Synergy Systems & Solutions,3.8,109,Industrial Automation ,Faridabad,17,610,15,--
21K School,3.8,108,EdTech ,Bangalore / Bengaluru,9,218,8,4
Lomos Archilabs,4.1,108,EdTech ,Bangalore / Bengaluru,6,94,6,--
Chanakya IAS Academy,2.8,108,Education & Training ,New Delhi,21,375,2,--
Imdaad,4.5,108,Facility Management Services ,Dubai,8,170,7,--
Affordplan,3.7,108,FinTech ,New Delhi,14,472,10,1
Rathi Transpower,3.9,108,Industrial Machinery ,Pune,5,499,2,--
Orient Blackswan,4.3,108,Printing & Publishing ,Hyderabad / Secunderabad,21,310,4,--
Chetana Publications,2.9,108,Printing & Publishing ,Mumbai,19,355,1,1
HGS TECHNOLOGIES,4.2,108,IT Services & Consulting ,Bangalore / Bengaluru,16,671,12,--
Armed Forces Tribunal,4.9,108,Government ,New Delhi,38,307,--,--
Jaya Shree Textiles,3.8,108,Fashion & Textile ,Kolkata,7,246,9,--
Apollo Cradle,3.6,108,,Bangalore / Bengaluru,12,353,6,--
ElringKlinger AG,3.5,108,Auto Components ,Pune,4,560,2,--
Ministry Of Education,3.6,109,Government ,New Delhi,17,346,2,--
Sandip University,3.6,108,Education & Training ,Nashik,18,341,8,--
Tupperware,3.4,108,Retail ,Dehradun,17,506,6,--
Fourth Dimension Technologies,3.7,108,IT Services & Consulting ,Chennai,11,788,13,10
Customer Analytics,3.9,108,IT Services & Consulting ,Chennai,7,915,8,--
Ray Business Technologies,3.5,108,IT Services & Consulting ,Hyderabad / Secunderabad,3,551,17,7
Global Talent Track,3.3,108,Education & Training ,Pune,9,481,10,23
Tata Communications Payment Solutions,3.8,108,Financial Services ,Mumbai,21,383,2,--
Deqode,3.2,108,IT Services & Consulting ,Indore,3,867,17,128
Jupiter Money,3.0,108,FinTech ,Bangalore / Bengaluru,5,829,32,2
Marc Laboratories,3.1,108,,Lucknow,19,360,4,17
FinAdvantage,4.1,108,Accounting & Auditing ,Bangalore / Bengaluru,2,293,9,34
Mahalakshmi Profiles,3.4,108,,Hyderabad / Secunderabad,8,406,10,9
Coldex Logistics,3.2,108,Logistics ,New Delhi,16,541,5,--
Falabella,3.2,108,Retail ,Bangalore / Bengaluru,4,812,15,--
Mahalakshmi Profiles,3.4,108,,Hyderabad / Secunderabad,8,406,10,9
Coldex Logistics,3.2,108,Logistics ,New Delhi,16,541,5,--
Clarks Inn Group of Hotels,3.7,108,Hospitality ,New Delhi,36,354,6,--
FinAdvantage,4.1,108,Accounting & Auditing ,Bangalore / Bengaluru,2,293,9,34
FitterFly,3.6,108,Healthcare ,Mumbai,7,296,5,--
ClinChoice,3.9,108,Clinical Research ,Bangalore / Bengaluru,3,507,14,6
Tvs Training And Services,3.4,108,Education & Training ,Chennai,13,489,7,1
Ray Business Technologies,3.5,108,IT Services & Consulting ,Hyderabad / Secunderabad,3,551,17,7
Customer Analytics,3.9,108,IT Services & Consulting ,Chennai,7,915,8,--
Global Talent Track,3.3,108,Education & Training ,Pune,9,481,10,23
Marc Laboratories,3.1,108,,Lucknow,19,360,4,17
Krishna Enterprises,4.2,109,Industrial Machinery ,Faridabad,40,804,6,2
Mankind Specialities,3.8,109,,Mumbai,41,367,8,--
DNV GL,4.2,108,IT Services & Consulting ,Mumbai,14,491,6,--
Viswaat Chemicals,4.3,108,Chemicals ,Mumbai,11,649,5,1
JSS Medical Research,3.0,108,Clinical Research ,New Delhi,19,501,14,2
Eastern Book Company,3.3,108,Printing & Publishing ,Lucknow,9,442,6,11
Shreeja Mahila Milk Producer Company,4.3,108,Food Processing ,Tirupati,18,297,6,--
Patanjali Parivahan,3.8,108,Logistics ,Haridwar,28,435,8,--
SOLITAIRE GROUP,3.6,108,Engineering & Construction ,Pune,8,586,3,--
DANA Graziano India,4.0,108,,Ahmedabad,11,487,10,--
NMDC Steels,4.1,108,,Jagdalpur,10,382,6,--
FitterFly,3.6,108,Healthcare ,Mumbai,7,296,5,--
Maharashtra Feeds,3.4,108,Agriculture ,New Delhi,17,376,6,1
Ahlcon Parenterals,4.2,108,Pharma ,Bhiwadi,6,361,6,--
Choksi Laboratories,2.9,108,,Indore,7,467,3,1
ERGOS,3.3,108,Internet ,Bangalore / Bengaluru,20,469,4,5
Rashi Peripherals,3.8,108,IT Services & Consulting ,Mumbai,28,468,3,1
Kalpa Electrikal,3.6,108,Electrical Equipment ,Bangalore / Bengaluru,11,618,12,2
Rhydburg Pharmaceuticals,3.2,108,Pharma ,Dehradun,4,376,7,4
Affordable Robotic and Automation,3.2,108,IT Services & Consulting ,Pune,4,601,3,1
HERO ECOTECH,3.7,108,Automobile ,Ludhiana,6,472,12,--
JSS Medical Research,3.0,108,Clinical Research ,New Delhi,19,501,14,2
EasyBuy Lifestyle,3.8,108,,Bangalore / Bengaluru,39,380,4,--
Eastern Book Company,3.3,108,Printing & Publishing ,Lucknow,9,442,6,11
Shreeja Mahila Milk Producer Company,4.3,108,Food Processing ,Tirupati,18,297,6,--
Viswaat Chemicals,4.3,108,Chemicals ,Mumbai,11,649,5,1
DNV GL,4.2,108,IT Services & Consulting ,Mumbai,14,491,6,--
AlgoShack,4.1,108,Software Product ,Bangalore / Bengaluru,1,355,20,38
Indovance Inc,3.1,108,Engineering & Construction ,Pune,3,424,19,1
Detroit Engineered Products,2.9,108,Software Product ,Chennai,8,827,10,16
Epicu Agro Products,3.0,108,Food Processing ,Ambala,24,413,5,--
Magnum Mi Steel,3.7,108,Iron & Steel ,Gurgaon / Gurugram,12,409,7,--
Valtech India Systems,3.8,108,IT Services & Consulting ,Bangalore / Bengaluru,5,1.1k,7,5
Patanjali Parivahan,3.8,108,Logistics ,Haridwar,28,435,8,--
Mankind Specialities,3.8,109,,Mumbai,41,367,8,--
Krishna Enterprises,4.2,109,Industrial Machinery ,Faridabad,40,804,6,2
M G Contractors,4.5,108,Engineering & Construction ,Panchkula,25,403,3,1
Rotomaker,3.7,108,Animation & VFX ,Hyderabad / Secunderabad,7,382,4,1
Khosla Profil,3.4,108,Fashion & Textile ,Mumbai,8,512,15,1
Kich Architectural Products,3.6,109,Building Material ,Rajkot,24,384,8,7
BIC Contracting,4.6,107,Engineering & Construction ,Dubai,8,172,2,--
Al Bawani Co.,3.8,107,Engineering & Construction ,Riyadh,7,197,10,--
Takata,4.2,107,Auto Components ,Chennai,10,279,2,--
TFG Vacations,4.3,107,Travel & Tourism ,New Delhi,11,52,--,--
Country Club Hospitality & Holidays,3.7,107,Hospitality ,Hyderabad / Secunderabad,19,333,1,--
Gram Tarang Employability Training Services,3.7,107,Recruitment ,Bhubaneswar,26,347,5,2
Vertex Global Services,4.3,107,IT Services & Consulting ,Gurgaon / Gurugram,4,181,11,2
Smc Pneumatics India,4.2,107,Industrial Machinery ,Noida,15,534,5,--
Nijji Healthcare,4.3,107,BPO ,Kolkata,18,218,9,2
Smc Pneumatics India,4.2,107,Industrial Machinery ,Noida,15,534,5,--
Vertex Global Services,4.3,107,IT Services & Consulting ,Gurgaon / Gurugram,4,181,11,2
Hard Rock Cafe,4.2,107,Hospitality ,Bangalore / Bengaluru,17,367,4,--
Kilitch Healthcare India,4.7,107,Marketing & Advertising ,Mumbai,18,397,25,--
Coslight India Telecom,4.2,107,Telecom ,Gurgaon / Gurugram,25,424,5,--
Jayabheri Automotives,3.9,107,Engineering & Construction ,Hyderabad / Secunderabad,6,342,4,12
CORNITOS,4.3,107,FMCG ,Faridabad,20,401,13,9
Pentair Water India,4.0,107,Industrial Machinery ,Noida,10,486,9,11
Impulse,3.7,107,IT Services & Consulting ,Gurgaon / Gurugram,13,533,6,--
Sud Chemie,4.5,107,Chemicals ,Vadodara,4,525,5,--
Techtree It Systems,2.2,107,IT Services & Consulting ,Bangalore / Bengaluru,6,605,5,5
Hamad Medical Corporation,4.2,107,Healthcare ,Doha,6,237,5,--
Indore Composite,4.2,107,Telecom ,Mumbai,7,624,6,3
MotivityLabs,3.1,107,IT Services & Consulting ,Hyderabad / Secunderabad,2,953,12,51
Klizo Solutions,4.6,107,IT Services & Consulting ,Kolkata,,114,26,31
MAHLE Holding (India),3.9,107,Auto Components ,Pune,3,580,1,--
Maven Wave Partners,4.1,107,IT Services & Consulting ,Gurgaon / Gurugram,4,490,11,20
Varian Medical Systems,3.7,107,Medical Equipment ,Pune,7,773,15,--
Bangalore Baptist Hospital,4.3,107,Healthcare ,Bangalore / Bengaluru,1,334,2,5
ABC Bearings,3.9,107,Auto Components ,Bharuch,21,1.4k,19,--
Tata Power Renewable Energy,3.9,107,Power ,Bangalore / Bengaluru,19,321,4,--
Farbe Firma Private Limited,3.8,106,Pharma ,Ankleshwar,3,326,6,4
TEJRAJ PROMOTERS & BUILDERS,4.6,107,Real Estate ,Pune,1,78,29,53
Drip Capital,3.7,107,FinTech ,Mumbai,4,528,11,18
AVON TUBETECH,3.4,107,Iron & Steel ,Faridabad,7,443,12,2
Shalimar Group,3.8,107,Real Estate ,Lucknow,26,628,2,4
Perennial Systems,3.8,107,IT Services & Consulting ,Pune,1,576,23,3
THDC,4.2,107,Government ,Dehradun,17,337,6,--
Sindhuja Microcredit,3.8,107,,Noida,41,342,4,16
HH Global,4.1,107,IT Services & Consulting ,Mumbai,10,1k,12,--
Zeomega Infotech,3.6,107,IT Services & Consulting ,Bangalore / Bengaluru,2,791,10,5
Eastman Cast & Forge,2.8,107,Industrial Machinery ,Ludhiana,10,454,6,3
Caterpillar Signs,3.4,107,Printing & Publishing ,Ahmedabad,5,498,5,21
Essel Infraprojects,3.6,107,Engineering & Construction ,New Delhi,20,466,4,--
Adamas University,2.8,107,Education & Training ,Kolkata,3,409,13,--
eNTrust Software & Services,3.5,107,Software Product ,Chennai,3,959,13,1
GEEBEE Education,2.5,107,Education & Training ,Mumbai,11,428,8,6
Girnarsoft Automobiles,3.8,107,,Gurgaon / Gurugram,25,336,7,--
Facile Services,3.0,107,IT Services & Consulting ,Pune,1,564,14,7
Zeomega Infotech,3.6,107,IT Services & Consulting ,Bangalore / Bengaluru,2,791,10,5
Girnarsoft Automobiles,3.8,107,,Gurgaon / Gurugram,25,336,7,--
Facile Services,3.0,107,IT Services & Consulting ,Pune,1,564,14,7
Adamas University,2.8,107,Education & Training ,Kolkata,3,409,13,--
THDC,4.2,107,Government ,Dehradun,17,337,6,--
eNTrust Software & Services,3.5,107,Software Product ,Chennai,3,959,13,1
GEEBEE Education,2.5,107,Education & Training ,Mumbai,11,428,8,6
Perennial Systems,3.8,107,IT Services & Consulting ,Pune,1,576,23,3
Shalimar Group,3.8,107,Real Estate ,Lucknow,26,628,2,4
Nuvama Wealth Management,3.4,107,Financial Services ,Mumbai,23,444,11,--
Maire Tecnimont,3.9,107,Engineering & Construction ,Mumbai,10,497,10,--
AJ Hospital and Research Centre,3.6,107,Healthcare ,Mangaluru,8,365,6,15
Andhra Pradesh Grama/Ward Sachivalayam,4.0,107,,Hyderabad / Secunderabad,39,285,4,--
Jar,3.9,107,FinTech ,Bangalore / Bengaluru,2,367,30,1
Globsyn Business School,4.2,107,Education & Training ,Kolkata,1,229,8,--
Steelcase Asia Pacific Holdings India,3.8,107,Furniture & Furnishing ,Pune,9,694,5,--
NexWave Talent Management Solutions,3.6,107,Recruitment ,Hyderabad / Secunderabad,9,598,10,--
Akshayakalpa,3.9,107,Internet ,Bangalore / Bengaluru,12,350,11,10
Sindhuja Microcredit,3.8,107,,Noida,41,342,4,16
Swami Rama Himalayan University,3.9,107,Education & Training ,Dehradun,7,342,5,17
Channel Soft,3.7,107,,Vijayawada,3,559,9,--
Choice International,3.6,107,,Mumbai,33,788,9,--
Maire Tecnimont,3.9,107,Engineering & Construction ,Mumbai,10,497,10,--
Nuvama Wealth Management,3.4,107,Financial Services ,Mumbai,23,444,11,--
AJ Hospital and Research Centre,3.6,107,Healthcare ,Mangaluru,8,365,6,15
Minimalist,3.6,107,Internet ,Jaipur,8,348,6,7
Eminent Minds Technologies,4.5,106,BPO ,Bangalore / Bengaluru,3,13,1,--
Udaan Express,4.1,106,,New Delhi,47,210,7,--
Rotodyne Industries,3.6,106,Industrial Machinery ,Hyderabad / Secunderabad,8,309,10,--
Gitarattan International Business School,4.5,106,Education & Training ,New Delhi,,89,16,--
Finar,4.0,106,Chemicals ,Ahmedabad,12,478,10,--
eSense Learning,3.7,106,EdTech ,Mumbai,18,315,4,3
Bridgei2i Analytics Solutions,3.8,106,IT Services & Consulting ,Bangalore / Bengaluru,5,865,8,--
Seth Anandram Jaipuria School,3.6,106,,Ghaziabad,17,421,8,5
NEXA Service,4.1,106,,Chennai,55,440,3,--
Orient Fashions,4.0,106,Fashion & Textile ,New Delhi,2,415,1,1
U&D Square Solutions,3.7,106,IT Services & Consulting ,Pune,2,315,9,1
24seven,4.4,106,Retail ,New Delhi,16,416,6,--
Saraswati Vidya Mandir,4.0,106,Education & Training ,New Delhi,50,340,4,4
S.K.B. Builders,3.9,106,Engineering & Construction ,New Delhi,18,381,4,--
IT Convergence,3.3,106,IT Services & Consulting ,Hyderabad / Secunderabad,2,829,10,--
Jain Amar,3.2,106,Retail ,Ludhiana,14,372,7,9
Walko Qsr Company,4.1,106,Food Processing ,Pune,13,415,6,3
Lohia Auto Industries,4.1,106,Automobile ,Kashipur,12,462,5,--
India Ratings & Research,3.7,106,Financial Services ,Mumbai,12,583,12,--
Rajasthan Antibiotics,3.6,106,Pharma ,Bhiwadi,7,358,7,--
DH Healthcare Software Services India Private Limited (Dedalus),3.5,106,Healthcare ,Chennai,3,990,13,10
Windals Precision,3.5,106,Auto Components ,Pune,5,527,5,--
Shiv Nadar University,4.1,106,Education & Training ,New Delhi,11,585,9,52
Hindustan Copper,4.1,106,Metals & Mining ,Kolkata,10,551,4,--
Dream11,3.7,106,Internet ,Mumbai,9,1.1k,40,44
Oswal Industries,3.6,106,Financial Services ,Ahmedabad,8,428,3,--
Walmart Labs,3.5,106,,Bangalore / Bengaluru,4,527,48,--
Bharat Cooperative Bank,4.2,106,Financial Services ,Mumbai,13,650,6,3
Jio Haptik,3.4,106,Emerging Technologies ,Mumbai,8,692,15,--
MENTORS EDUSERV,3.1,106,EdTech ,Patna,3,297,4,--
AstraGen,3.6,106,EdTech ,Vijayawada,18,356,15,1
Auriga Research,3.1,106,Analytics & KPO ,Bangalore / Bengaluru,11,526,7,12
RED CHIEF,4.0,106,Retail ,Kanpur,38,302,5,--
Adaequare,3.9,106,IT Services & Consulting ,Hyderabad / Secunderabad,3,747,9,2
Rajasthan Antibiotics,3.6,106,Pharma ,Bhiwadi,7,358,7,--
Bharat Cooperative Bank,4.2,106,Financial Services ,Mumbai,13,650,6,3
SCOPE T&M,3.6,106,Import & Export ,Pune,11,524,11,4
Adani Road Transport,4.3,106,,Ahmedabad,23,336,4,--
Rave Technologies,3.6,106,IT Services & Consulting ,Mumbai,4,769,4,3
IMCS Group.,3.4,106,IT Services & Consulting ,Hyderabad / Secunderabad,9,396,9,10
Oriental Rubber Industries,3.2,106,Petrochemicals ,Pune,6,635,9,--
HashCash Consultants,3.5,106,Software Product ,Kolkata,5,185,6,13
ABS India,3.8,106,IT Services & Consulting ,Bangalore / Bengaluru,18,1.2k,12,1
Paharpur 3P,4.1,106,Packaging ,Ghaziabad,10,495,6,2
Gadre Marine Export,4.1,106,Food Processing ,Ratnagiri,10,489,5,2
Rare Rabbit,3.5,106,Fashion & Textile ,Bangalore / Bengaluru,28,374,7,--
Cybernetik Technologies,3.8,106,Industrial Automation ,Pune,7,597,6,12
Hindustan Shipyard,3.9,106,Ports & Shipping ,Visakhapatnam,6,386,11,--
Pride Technologies,3.1,106,Recruitment ,Chennai,6,1k,3,--
Aqua Tech Systems,4.1,106,Power ,Pune,16,634,6,13
Maxvalue Credits & Investments,4.3,106,NBFC ,Thrissur,24,574,9,3
Covenant Consultants,4.1,106,Recruitment ,Chennai,5,621,9,16
Kintetsu World Express,3.7,106,Logistics ,Bangalore / Bengaluru,22,554,6,--
Keywords Studios,3.1,106,Gaming ,Gurgaon / Gurugram,5,566,22,45
Maxvalue Credits & Investments,4.3,106,NBFC ,Thrissur,24,574,9,3
Covenant Consultants,4.1,106,Recruitment ,Chennai,5,621,9,16
Aqua Tech Systems,4.1,106,Power ,Pune,16,634,6,13
NCL Veka,3.9,106,Building Material ,Hyderabad / Secunderabad,22,444,6,6
Keywords Studios,3.1,106,Gaming ,Gurgaon / Gurugram,5,566,22,45
Oriental Rubber Industries,3.2,106,Petrochemicals ,Pune,6,635,9,--
IMCS Group.,3.4,106,IT Services & Consulting ,Hyderabad / Secunderabad,9,396,9,10
VCL Group,4.1,107,Engineering & Construction ,New Delhi,16,375,5,--
PressureJet Systems,3.9,106,Industrial Machinery ,Ahmedabad,6,272,11,5
Zuno General Insurance,3.9,106,,Mumbai,8,258,5,--
GIC Housing Finance,3.4,106,NBFC ,Mumbai,30,574,9,3
ABS India,3.8,106,IT Services & Consulting ,Bangalore / Bengaluru,18,1.2k,12,1
HashCash Consultants,3.5,106,Software Product ,Kolkata,5,185,6,13
Rave Technologies,3.6,106,IT Services & Consulting ,Mumbai,4,769,4,3
Forace Polymers,3.3,106,Chemicals ,Haridwar,6,556,11,2
AL Rashid Trading and Contracting Company,3.3,106,Engineering & Construction ,Riyadh,9,187,2,--
